City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,sola,-13.8833,167.55,84.87,79,75,9.22,VU,1742367449
363,tambacounda,13.7539,-13.7586,78.85,69,0,6.91,SN,1742367450
364,medicine hat,50.0501,-110.6683,25.72,76,0,8.05,CA,1742367451
365,horta,38.5333,-28.6333,54.01,71,40,26.46,PT,1742367453
366,illizi,26.4833,8.4667,75.7,10,100,3.36,DZ,1742367454
367,krasnoturansk,54.3186,91.5639,36.72,100,100,5.84,RU,1742367455
368,bardai,11.65,7.2333,75.7,6,100,8.59,NG,1742367456
369,mandalgovi,45.7625,106.2708,46.24,14,0,16.84,MN,1742367457
370,swakopmund,-22.6833,14.5333,73.22,87,100,9.1,NA,1742367458
371,san luis,-33.295,-66.3356,69.03,58,0,12.97,AR,1742367459
372,nuuk,64.1835,-51.7216,20.01,93,100,10.36,GL,1742367461
373,mastic beach,40.7668,-72.8521,44.4,90,0,3.44,US,1742367462
374,bubaque,11.2833,-15.8333,73.15,76,99,11.41,GW,1742367463
375,sol'-iletsk,51.1631,54.9918,44.67,86,100,7.54,RU,1742367464
376,tofol,5.3248,163.0078,82.15,80,100,18.3,FM,1742367465
377,souda,35.4844,24.0744,49.33,76,75,23.02,GR,1742367466
378,calchaqui,-29.8877,-60.287,65.43,51,0,6.29,AR,1742367467
379,miyako,39.6367,141.9525,36.75,84,100,7.67,JP,1742367469
380,chongwe,-15.3292,28.682,67.89,74,38,9.64,ZM,1742367470
381,san nicolas de los arroyos,-33.3358,-60.2252,64.54,77,0,3.78,AR,1742367471
382,northam,51.0333,-4.2167,40.48,84,100,9.4,GB,1742367472
383,khotyn,48.4833,26.5,37.13,46,77,14.7,UA,1742367473
384,bodo,67.28,14.405,30.24,81,75,21.85,NO,1742367474
385,rosa zarate,0.3333,-79.4667,74.32,95,100,0.76,EC,1742367476
386,suwayr,30.1171,40.3893,76.1,26,0,9.44,SA,1742367477
387,ivins,37.1686,-113.6794,44.15,38,0,3.0,US,1742367325
388,tangalle,6.024,80.7911,85.64,65,68,10.0,LK,1742367479
389,queenstown,-31.8976,26.8753,72.37,51,0,1.97,ZA,1742367480
390,zaozersk,69.4005,32.4476,22.32,70,85,8.01,RU,1742367481
391,cacu,-18.5567,-51.1308,69.6,92,97,2.46,BR,1742367484
392,corinto,37.9407,22.9573,47.89,62,95,19.6,GR,1742367485
393,nort-sur-erdre,47.4333,-1.5,50.25,85,100,9.82,FR,1742367487
394,kone,-21.0595,164.8658,79.07,85,61,3.33,NC,1742367488
395,havre,49.5833,0.3333,46.8,70,0,9.22,FR,1742367489
396,lerwick,60.1545,-1.1494,40.71,77,45,9.28,GB,1742367490
397,menongue,-14.6585,17.691,67.82,87,100,7.29,AO,1742367491
398,feldioara,45.8167,25.6,32.59,68,8,4.36,RO,1742367492
399,gaspe,48.8334,-64.4819,28.62,80,100,3.44,CA,1742367493
400,toppenish,46.3774,-120.3087,38.08,63,47,2.08,US,1742367496
401,ghadamis,30.1337,9.5007,67.26,30,0,13.65,LY,1742367497
402,tual,-5.6667,132.75,83.8,76,96,9.73,ID,1742367499
403,malvern,34.3623,-92.813,66.92,79,84,15.48,US,1742367500
404,ceelbuur,4.685,46.6176,89.87,42,7,13.09,SO,1742367502
405,camocim,-2.9022,-40.8411,76.23,86,92,3.71,BR,1742367503
406,yeppoon,-23.1333,150.7333,74.28,88,100,13.02,AU,1742367504
407,ocean city,39.2776,-74.5746,39.99,81,3,4.63,US,1742367505
408,sergach,55.5308,45.4661,30.42,34,0,5.86,RU,1742367506
409,buka,40.8108,69.1986,72.0,19,0,0.96,UZ,1742367507
410,jabor,5.921,169.6434,81.84,83,100,21.92,MH,1742367508
411,tsiombe,-25.3,45.4833,78.03,52,0,16.8,MG,1742367510
412,shambu,9.5667,37.1,69.51,23,99,4.12,ET,1742367511
413,beyneu,45.3167,55.2,63.12,48,99,9.13,KZ,1742367512
414,tlaltenango de sanchez roman,21.7833,-103.3167,55.18,39,0,3.15,MX,1742367513
415,loreto,22.2667,-101.9667,52.52,32,0,2.64,MX,1742367515
416,trondheim,63.4305,10.3951,39.92,91,100,3.0,NO,1742367516
417,esmeralda,21.8525,-78.1169,63.36,74,0,4.81,CU,1742367517
418,ulsteinvik,62.3432,5.8487,42.31,90,100,3.0,NO,1742367518
419,tvoroyri,61.5556,-6.8111,44.01,68,100,9.62,FO,1742367519
420,vilyuysk,63.7553,121.6247,28.09,94,100,5.35,RU,1742367520
421,ukholovo,53.7929,40.4892,28.6,61,0,6.46,RU,1742367522
422,argo,37.6333,22.7333,43.93,61,66,16.71,GR,1742367523
423,nizhneudinsk,54.9076,99.0276,48.76,73,100,10.87,RU,1742367524
424,kencong,-8.2833,113.3667,83.55,71,100,10.27,ID,1742367525
425,kristinestad,62.2743,21.376,34.41,74,15,16.13,FI,1742367526
426,krasnystaw,50.9846,23.1742,36.86,76,6,10.0,PL,1742367527
427,qamdo,31.1667,97.2333,35.91,47,65,5.37,CN,1742367528
428,adrar,20.5022,-10.0711,69.85,20,100,10.25,MR,1742367529
429,mamit,23.9333,92.4833,86.83,37,40,10.36,IN,1742367531
430,manacapuru,-3.2997,-60.6206,75.74,93,100,4.14,BR,1742367532
431,alotau,-10.3069,150.4462,84.6,68,100,4.14,PG,1742367533
432,castillos,-34.1667,-53.8333,60.89,96,0,3.69,UY,1742367534
433,nova sintra,14.8667,-24.7167,69.73,84,7,27.11,CV,1742367535
434,arraial do cabo,-22.9661,-42.0278,74.28,89,100,6.26,BR,1742367536
435,buenavista,8.9769,125.4089,78.85,88,100,4.47,PH,1742367537
436,suoyarvi,62.0833,32.35,31.78,79,30,14.47,RU,1742367539
437,bangassou,4.7413,22.8184,75.51,73,100,5.08,CF,1742367540
438,opuwo,-18.0607,13.84,67.66,91,100,10.67,NA,1742367541
439,empalme,27.9667,-110.8167,62.4,40,100,7.52,MX,1742367542
440,thames,-37.1333,175.5333,57.38,96,100,3.6,NZ,1742367543
441,balaipungut,1.05,101.2833,79.5,89,100,1.41,ID,1742367544
442,coahuayana de hidalgo,18.7,-103.6583,67.89,62,5,3.98,MX,1742367545
443,bonnyville,54.2668,-110.735,18.28,89,59,6.51,CA,1742367547
444,roseburg north,43.2645,-123.3033,40.28,81,0,0.0,US,1742367548
445,nandu,22.8525,110.8233,72.57,30,3,4.5,CN,1742367549
446,champerico,14.3,-91.9167,81.09,79,29,6.89,GT,1742367550
447,malabar,-33.9667,151.25,81.16,65,0,25.32,AU,1742367551
448,yelets,52.6237,38.5017,30.31,55,0,7.09,RU,1742367552
449,szczecinek,53.7079,16.6994,36.79,55,5,7.92,PL,1742367554
450,sidi ifni,29.3797,-10.173,56.77,88,42,0.87,MA,1742367555
451,baiti,13.745,-14.7482,72.54,61,15,6.67,SN,1742367556
452,peterhead,57.5058,-1.7981,39.72,78,5,12.53,GB,1742367557
453,severo-yeniseyskiy,60.3725,93.0408,31.48,95,100,9.69,RU,1742367558
454,sierra grande,-41.606,-65.3557,57.78,56,100,18.48,AR,1742367560
455,formosa do rio preto,-11.0483,-45.1931,71.87,76,100,3.38,BR,1742367561
456,san jose,37.3394,-121.895,47.95,80,0,1.99,US,1742367121
457,douentza,14.9951,-2.9517,79.29,16,9,0.92,ML,1742367563
458,bakanas,44.8081,76.2772,64.0,21,0,9.48,KZ,1742367564
459,rechytsa,52.3617,30.3916,34.57,98,100,9.22,BY,1742367565
460,bouna,9.2667,-3.0,79.03,74,82,9.66,CI,1742367566
461,marotta,43.764,13.1477,40.98,63,2,1.99,IT,1742367568
462,halikko,60.4,23.0833,42.31,61,8,5.01,FI,1742367569
463,essaouira,31.5125,-9.77,53.1,100,20,4.61,MA,1742367570
464,panama city beach,30.1766,-85.8055,59.02,97,3,7.09,US,1742367571
465,victorica,-36.2151,-65.4359,64.45,70,0,8.25,AR,1742367572
466,loango,-4.6719,11.8312,76.66,94,75,4.61,CG,1742367573
467,revda,56.801,59.9303,32.97,92,100,6.42,RU,1742367528
468,wongsorejo,-7.9908,114.4009,81.3,84,100,10.04,ID,1742367576
469,basoko,1.2391,23.616,71.78,95,100,3.18,CD,1742367577
470,baise city,23.8997,106.6133,61.57,40,100,6.08,CN,1742367578
471,aykhal,66.0,111.5,25.0,87,100,17.45,RU,1742367579
472,kabare,-2.4683,28.8242,67.3,88,100,2.37,CD,1742367580
473,east ballina,-28.8667,153.5833,74.25,68,66,9.48,AU,1742367582
474,redding,40.5865,-122.3917,41.61,81,65,1.01,US,1742367583
475,al ghayzah,16.2079,52.176,84.45,51,0,6.87,YE,1742367584
476,mhasvad,17.6333,74.7833,93.72,16,0,7.18,IN,1742367585
477,pangody,65.85,74.4859,16.09,86,10,12.62,RU,1742367586
478,lindale,32.5157,-95.4094,66.76,75,75,20.71,US,1742367588
479,alzamay,55.5562,98.6644,48.25,78,100,13.67,RU,1742367589
480,oriximina,-1.7656,-55.8661,75.72,91,100,2.73,BR,1742367590
481,port-vila,-17.7338,168.3219,83.8,74,40,14.97,VU,1742367591
482,demopolis,32.5176,-87.8364,57.15,77,0,5.75,US,1742367301
483,antsohihy,-14.8796,47.9875,85.87,62,95,10.94,MG,1742367593
484,natal,-5.795,-35.2094,77.22,94,20,4.61,BR,1742367595
485,arteaga,18.4667,-102.4167,67.6,41,0,3.06,MX,1742367596
486,harlingen,26.1906,-97.6961,72.05,87,40,19.57,US,1742367597
487,hammerfest,70.6634,23.6821,25.25,63,75,19.57,NO,1742367598
488,ola,59.5833,151.2833,11.41,94,100,3.98,RU,1742367599
489,mata-utu,-13.2816,-176.1745,83.57,77,100,8.86,WF,1742367600
490,inongo,-1.95,18.2667,73.47,90,100,1.16,CD,1742367602
491,praia,14.9215,-23.5087,68.54,77,20,10.36,CV,1742367603
492,dampit,-8.2116,112.7493,72.46,96,100,2.21,ID,1742367604
493,camargo,27.6667,-105.1667,61.92,19,99,9.33,MX,1742367605
494,labasa,-16.4167,179.3833,78.46,87,5,5.59,FJ,1742367606
495,mirnyy,62.5353,113.9611,32.74,98,100,9.75,RU,1742367607
496,mossel bay,-34.1831,22.146,73.33,73,2,4.38,ZA,1742367608
497,nemuro,43.3236,145.575,31.5,73,99,10.98,JP,1742367610
498,trevelin,-43.0858,-71.4639,44.31,73,7,4.59,AR,1742367611
499,hadibu,12.65,54.0333,83.73,58,0,11.39,YE,1742367612
500,namtsy,62.7161,129.6658,14.88,84,100,5.84,RU,1742367613
501,hovd,48.0056,91.6419,26.6,55,23,5.39,MN,1742367614
502,nadi,-17.8,177.4167,78.8,83,75,9.22,FJ,1742367615
503,salvador,13.8333,-88.9167,65.71,85,2,3.38,SV,1742367617
504,zelenogorskiy,55.0333,87.0,44.26,80,37,9.04,RU,1742367618
505,alakurtti,66.9672,30.3491,23.43,84,9,16.51,RU,1742367619
506,yaren,-0.5472,166.916,80.58,86,24,14.32,NR,1742367620
507,inarajan village,13.2736,144.7484,86.99,84,100,15.68,GU,1742367621
508,malango,-2.9627,119.9001,76.86,90,80,2.39,ID,1742367624
509,sakaraha,-22.9,44.5333,78.64,51,0,8.08,MG,1742367625
510,jincheng,35.5022,112.8328,59.47,12,0,14.41,CN,1742367626
511,kem',64.9555,34.5793,26.87,79,100,25.14,RU,1742367627
512,fabens,31.5023,-106.1586,49.91,19,0,19.44,US,1742367629
513,baruun-urt,46.6806,113.2792,52.39,13,0,15.17,MN,1742367630
514,agua prieta,31.3,-109.5667,41.79,20,0,5.75,MX,1742367631
515,portland,45.5234,-122.6762,47.03,85,100,3.0,US,1742367482
516,hirara,24.8,125.2833,62.46,48,40,19.57,JP,1742367633
517,afif,23.9065,42.9172,81.55,21,0,22.59,SA,1742367634
518,arafat,39.0344,44.6198,46.56,62,29,6.42,IR,1742367635
519,sao paulo de olivenca,-3.3783,-68.8725,72.37,100,100,1.07,BR,1742367637
520,sisli,41.0605,28.9872,41.77,45,75,21.85,TR,1742367638
521,sydney,-33.8679,151.2073,80.74,65,0,25.32,AU,1742367343
522,broome,42.2506,-75.833,40.39,64,4,3.49,US,1742367640
523,sao raimundo das mangabeiras,-7.0219,-45.4811,74.37,87,79,2.26,BR,1742367641
524,monticello,45.3055,-93.7941,35.94,77,100,17.27,US,1742367644
525,itaituba,-4.2761,-55.9836,74.68,99,97,1.54,BR,1742367645
526,brookings,44.3114,-96.7984,33.8,80,100,14.97,US,1742367646
527,upata,8.0086,-62.3989,72.0,86,100,7.29,VE,1742367648
528,ankazoabo,-22.2833,44.5167,78.22,58,0,7.54,MG,1742367650
529,marquelia,16.5833,-98.8167,76.59,72,0,4.27,MX,1742367651
530,semera,11.501,41.201,82.62,53,99,14.79,ET,1742367653
531,carutapera,-1.195,-46.02,75.02,94,50,3.51,BR,1742367654
532,conception bay south,47.4999,-52.9981,47.35,96,100,10.49,CA,1742367656
533,san sebastian de la gomera,28.0916,-17.1133,62.96,67,75,10.36,ES,1742367657
534,port pirie,-33.1833,138.0167,91.63,20,14,15.82,AU,1742367658
535,bhimunipatnam,17.8833,83.4333,89.11,54,7,15.35,IN,1742367659
536,kingston,17.997,-76.7936,77.95,61,20,8.05,JM,1742367517
537,saint croix,17.7397,-64.7388,72.95,84,56,7.27,VI,1742367662
538,katsuren-haebaru,26.3369,127.8719,61.18,52,75,11.5,JP,1742367663
539,kaa-khem,51.6833,94.7333,30.27,79,62,1.74,RU,1742367664
540,kindu,-2.95,25.95,69.62,99,100,1.3,CD,1742367665
541,harstad,68.799,16.5293,28.15,88,100,10.0,NO,1742367666
542,debre werk',10.6667,38.1667,68.81,34,89,4.25,ET,1742367667
543,san antonio de pale,-1.4014,5.6325,82.09,73,86,10.54,GQ,1742367668
544,santo antonio do ica,-3.1022,-67.9397,72.05,98,100,1.57,BR,1742367670
545,glencoe,-28.1783,30.147,60.06,93,100,1.39,ZA,1742367671
546,cururupu,-1.8283,-44.8683,72.55,100,100,0.31,BR,1742367672
547,sabha,27.0377,14.4283,70.56,26,2,18.45,LY,1742367673
548,smithers,54.7804,-127.1743,37.72,52,100,5.75,CA,1742367674
549,santa cruz,-17.8,-63.1667,74.66,94,75,11.5,BO,1742367629
550,egilsstadir,65.2653,-14.3948,31.91,93,0,5.75,IS,1742367677
551,bunia,1.5667,30.25,65.62,93,100,6.13,CD,1742367678
552,codrington,-38.2667,141.9667,70.12,43,0,13.78,AU,1742367679
553,fuglafjordur,62.244,-6.814,39.72,81,100,4.9,FO,1742367680
554,zykovo,55.9519,93.1461,48.78,77,99,13.73,RU,1742367681
555,shadegan,30.6497,48.6647,83.53,22,8,9.86,IR,1742367682
556,znamenskoye,57.1281,73.8282,37.11,100,100,5.28,RU,1742367684
557,gunjur,13.2019,-16.7339,68.07,83,0,5.75,GM,1742367685
558,aur,8.1499,171.1687,81.25,82,100,22.95,MH,1742367686
559,calabozo,8.9242,-67.4293,81.81,63,100,5.66,VE,1742367687
560,teknaf,20.8624,92.3058,84.72,65,42,11.1,BD,1742367688
561,dunn,44.95,-91.8835,37.38,83,40,9.22,US,1742367689
562,alofi,-19.0595,-169.9187,80.49,89,100,4.61,NU,1742367691
563,lityn,49.3251,28.0809,35.08,74,96,13.78,UA,1742367692
564,tam ky,15.5667,108.4833,68.49,84,100,10.51,VN,1742367693
565,bonthe,7.5264,-12.505,75.02,93,99,6.2,SL,1742367694
566,ambon,-3.6954,128.1814,89.87,95,40,4.61,ID,1742367695
567,san blas,21.5167,-105.2667,63.86,84,0,4.34,MX,1742367696
568,baoshan,46.5586,131.4244,38.91,45,100,11.43,CN,1742367698
569,swan hill,-35.3378,143.5544,92.17,16,4,11.7,AU,1742367699
570,sinazongwe,-17.2614,27.4618,71.01,80,100,7.25,ZM,1742367700
571,yoloten,37.2989,62.3597,83.37,11,0,14.47,TM,1742367701
572,glace bay,46.1969,-59.957,34.25,96,100,13.8,CA,1742367702
573,naze,28.3667,129.4833,54.52,66,100,13.91,JP,1742367705
574,kilindoni,-7.9139,39.6668,83.53,72,52,13.22,TZ,1742367706
575,kattivakkam,13.2167,80.3167,94.1,60,10,12.93,IN,1742367707
576,grange,-34.9,138.4833,91.53,14,0,8.05,AU,1742367708
577,taishan,22.2514,112.7799,74.34,21,9,9.57,CN,1742367709
578,villa berthet,-27.2917,-60.4126,67.48,49,0,5.37,AR,1742367710
579,huanggang,23.677,116.9996,69.17,38,5,11.72,CN,1742367712
580,bukama,-9.2,25.85,71.02,95,100,2.66,CD,1742367713
